X,Y,ID,Case_Number,Address,Occurred_Date,Occurred_Month,Occurred_Year,Crime_Type,Multiple_Shooting,Gender,Race,Ethnicity,Victim_Age,Victim_Age_Band,Latitude,Longitude,ObjectId
-77.61088985,43.18416269,7b9b3c9f85a442ce6a0aa2433ab8614f,22-109240,442 Remington St,2022/06/01 04:00:00+00,6,2022,Shooting,No,M,WHITE,HISPANIC,34,25-44,43.18416269,-77.61088985,1
-77.59889263,43.18179326,82e3549d4dc8a835dea7130df2dcc851,22-106950,904 Hudson Ave,2022/05/29 04:00:00+00,5,2022,Homicide,No,M,WHITE,HISPANIC,42,25-44,43.18179326,-77.59889263,2
-77.6303776,43.14297014,bb9b98f90af42194e3a5b12a1ba8405f,22-106780,168 Bartlett St,2022/05/29 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,60,45-Older,43.14297014,-77.6303776,3
-77.5806279,43.16721571,dd0ab9214578b6e0d35467f6bb7b0fc3,22-106380,720 N Goodman St,2022/05/28 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,28,25-44,43.16721571,-77.5806279,4
-77.64197227,43.16239428,5aac53d1517de031545f178e919c35b8,22-104298,138 Murray St,2022/05/26 04:00:00+00,5,2022,Shooting,No,M,WHITE,HISPANIC,15,15-24,43.16239428,-77.64197227,5
-77.62870378,43.15486861,ecf157eba2556b3fad6c0b47f3ed923a,22-104497,22 Jefferson Ave,2022/05/26 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,15,15-24,43.15486861,-77.62870378,6
-77.56282563,43.16669846,8add03fdcd6aed1a00797f06bc60769f,22-103785,1173 Culver Rd,2022/05/25 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,28,25-44,43.16669846,-77.56282563,7
-77.56468747,43.1589162,62907eb35d642fc1ab8bb70512c62c46,22-103905,1801 E Main St,2022/05/25 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,20,15-24,43.1589162,-77.56468747,8
-77.6503256,43.13223858,0064b7eb5d256eb870fda3b40991448d,22-102984,58 Sheldon Ter,2022/05/24 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,59,45-Older,43.13223858,-77.6503256,9
-77.5718866,43.17580088,9a443323217799871f4a3eaeacb828c6,22-101237,1865 Clifford Ave,2022/05/22 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,64,45-Older,43.17580088,-77.5718866,10
-77.61295886,43.18028037,cdb3fb7acb1eac183f9649aa92e03c54,22-101394,405 Avenue D,2022/05/22 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,45,45-Older,43.18028037,-77.61295886,11
-77.63527439,43.18146688,119a7a8ef97a8477e34cf6b0ce60881f,22-099980,121 Selye Ter,2022/05/21 04:00:00+00,5,2022,Shooting,No,M,WHITE,HISPANIC,30,25-44,43.18146688,-77.63527439,12
-77.573786,43.17340684,7d87d9c0eba5f4ec6ab1f45526187dd4,22-100459,120 Cummings St,2022/05/21 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,20,15-24,43.17340684,-77.573786,13
-77.61456707,43.17505997,23ac4d41f9c35b6aa2dd5d9f2bbeb525,22-099979,344 Clifford Ave,2022/05/21 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,34,25-44,43.17505997,-77.61456707,14
-77.63035142,43.16071036,f0f9beeab29a5e17023b267a2c53b12a,22-099597,594 Smith St,2022/05/20 04:00:00+00,5,2022,Shooting,No,F,BLACK,NON HISPANIC,19,15-24,43.16071036,-77.63035142,15
-77.62483201,43.17884696,dc260efac1088b24b840b9a278adbf0c,22-099448,1260 St Paul St,2022/05/20 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,33,25-44,43.17884696,-77.62483201,16
-77.5839085,43.16447594,721d2bb2bf76f14edc374c522bc6f59a,22-099795,116 Garson Ave,2022/05/20 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,19,15-24,43.16447594,-77.5839085,17
-77.59731041,43.18538057,31dea5f09642bf6c6054a3f3d24f6bba,22-099834,74 Kosciusko St,2022/05/20 04:00:00+00,5,2022,Shooting,No,F,BLACK,NON HISPANIC,23,15-24,43.18538057,-77.59731041,18
-77.62267792,43.18035945,ee8fff4b1ec0d3d2b99e3b27b968d74f,22-098350,78 Avenue D,2022/05/19 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,23,15-24,43.18035945,-77.62267792,19
-77.63311154,43.17677499,c06996645716e5c36609129c749d6a17,22-097262,40 Malvern St,2022/05/17 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,19,15-24,43.17677499,-77.63311154,20
-77.64319234,43.17141551,15bcc8171fcb063a57eb5472599dd3db,22-097455,111 Santee St,2022/05/17 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,20,15-24,43.17141551,-77.64319234,21
-77.62126264,43.15016761,271261c8d500b5aedc83fa171b139db0,22-095119,150 Van Auker St,2022/05/14 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,16,15-24,43.15016761,-77.62126264,22
-77.637393,43.13866208,fca07efd6c4d55693581344c32fb20fc,22-091377,46 Melrose St,2022/05/10 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,41,25-44,43.13866208,-77.637393,23
-77.63674091,43.18429203,362ece6b12db7c8d9274047544951f22,22-089886,232 Pierpont St,2022/05/08 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,19,15-24,43.18429203,-77.63674091,24
-77.58225061,43.17651614,019e810b0b82b9c6308e88fe01c91c3d,22-089679,37 Ferncliffe Dr,2022/05/08 04:00:00+00,5,2022,Shooting,No,F,BLACK,NON HISPANIC,28,25-44,43.17651614,-77.58225061,25
-77.60390502,43.17637242,a188d17ee179271b66ae12e782680e67,22-089670,24 Alphonse St,2022/05/08 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,36,25-44,43.17637242,-77.60390502,26
-77.58483019,43.16791436,d7f06d033aa801037e33261bfb2bc934,22-090069,243 Fourth St,2022/05/08 04:00:00+00,5,2022,Shooting,Yes,M,BLACK,NON HISPANIC,22,15-24,43.16791436,-77.58483019,27
-77.58483019,43.16791436,8479209713338385083f1f5c9bc33fa8,22-090069,243 Fourth St,2022/05/08 04:00:00+00,5,2022,Shooting,Yes,M,BLACK,NON HISPANIC,22,15-24,43.16791436,-77.58483019,28
-77.62477846,43.1635691,de70786f262a1e8505417f99d09cbe1e,22-089906,610 N Plymouth Ave,2022/05/08 04:00:00+00,5,2022,Homicide,No,M,WHITE,HISPANIC,46,45-Older,43.1635691,-77.62477846,29
-77.63045052,43.1550101,4ed451c00461382515481bdc9677e799,22-088948,11 Silver St,2022/05/07 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,17,15-24,43.1550101,-77.63045052,30
-77.63472609,43.14174903,5f045d588ffcfbd283a43dd7c133d822,22-088850,512 Columbia Ave,2022/05/06 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,20,15-24,43.14174903,-77.63472609,31
-77.59559558,43.16507779,75e967ad77c4c88b625551fc5139def9,22-088119,443 Scio St,2022/05/05 04:00:00+00,5,2022,Shooting,No,F,BLACK,NON HISPANIC,24,15-24,43.16507779,-77.59559558,32
-77.6321989,43.18056851,17da40df4008b7f73899de72ec172510,22-085953,837 Lake Ave,2022/05/02 04:00:00+00,5,2022,Shooting,No,M,UNK,HISPANIC,36,25-44,43.18056851,-77.6321989,33
-77.65437725,43.16803433,536d7206ea72430dc1d3309ec060ea4c,22-084941,827 Glide St,2022/05/01 04:00:00+00,5,2022,Shooting,No,M,BLACK,NON HISPANIC,53,45-Older,43.16803433,-77.65437725,34
-77.63684465,43.18107974,9ef1b78d4d38f2fac21dd75f73968243,22-084991,256 Driving Park Ave,2022/05/01 04:00:00+00,5,2022,Homicide,No,M,BLACK,NON HISPANIC,28,25-44,43.18107974,-77.63684465,35
-77.6393238,43.17619911,1ba993d8102c59a413bd2e86c8242bad,22-085042,620 Dewey Ave,2022/05/01 04:00:00+00,5,2022,Shooting,No,M,WHITE,NON HISPANIC,54,45-Older,43.17619911,-77.6393238,36
-77.56866868,43.16599649,8eaa8c450217fc374897fe5ead30ea7e,22-084955,368 Parsells Ave,2022/05/01 04:00:00+00,5,2022,Shooting,No,F,BLACK,NON HISPANIC,28,25-44,43.16599649,-77.56866868,37
-77.60755079,43.18172423,022f94842a85507ad90df5d822ea97d5,22-085090,16 Joseph Pl,2022/05/01 04:00:00+00,5,2022,Shooting,No,M,BLACK,HISPANIC,38,25-44,43.18172423,-77.60755079,38
-77.63775661,43.15088207,8f9a179a893285f3ec398ceeaab56fd0,22-084265,37 York St,2022/04/30 04:00:00+00,4,2022,Shooting,No,M,BLACK,NON HISPANIC,53,45-Older,43.15088207,-77.63775661,39
-77.59957657,43.16440965,39c52e3855bc6608bd86fd6ecf038191,22-084561,34 Woodward St,2022/04/30 04:00:00+00,4,2022,Shooting,No,M,BLACK,NON HISPANIC,14,14-May,43.16440965,-77.59957657,40
-77.60436298,43.18333186,01eb4caf394c7d5d878b71785cc19629,22-083836,130 Weyl St,2022/04/29 04:00:00+00,4,2022,Shooting,No,F,BLACK,NON HISPANIC,27,25-44,43.18333186,-77.60436298,41
-77.57695712,43.17600856,af42ee4ad0e6bebaa010dc52a6153f28,22-080669,1676 Clifford Ave,2022/04/25 04:00:00+00,4,2022,Shooting,No,M,BLACK,NON HISPANIC,26,25-44,43.17600856,-77.57695712,42
-77.63152004,43.1763417,9d1d2cf08a7b7984111dc7713d2ea214,22-080946,47 Glendale Pk,2022/04/25 04:00:00+00,4,2022,Shooting,No,F,BLACK,NON HISPANIC,44,25-44,43.1763417,-77.63152004,43
-77.62355831,43.15333695,08b28e9efb80117606778de9652ab605,22-080186,398 W Main St,2022/04/24 04:00:00+00,4,2022,Homicide,No,M,BLACK,NON HISPANIC,32,25-44,43.15333695,-77.62355831,44
-77.6055469,43.18992499,cc7ce652fede2dd4acdac5d2d39b9315,22-078816,253 Moulson St,2022/04/23 04:00:00+00,4,2022,Shooting,No,F,WHITE,HISPANIC,10,14-May,43.18992499,-77.6055469,45
-77.60713741,43.17291283,33655baf45ef1cb081edfc7071a6b59b,22-079331,488 Joseph Ave,2022/04/23 04:00:00+00,4,2022,Shooting,No,M,WHITE,NON HISPANIC,27,25-44,43.17291283,-77.60713741,46
-77.63159645,43.14156061,4f9104012ff33e4dc0f247aa706fea22,22-077317,403 Columbia Ave,2022/04/20 04:00:00+00,4,2022,Shooting,No,M,BLACK,NON HISPANIC,17,15-24,43.14156061,-77.63159645,47
-77.58072841,43.16695964,38e77623509fbc94041dc939963180d9,22-076281,710 N Goodman St,2022/04/19 04:00:00+00,4,2022,Shooting,No,M,BLACK,NON HISPANIC,16,15-24,43.16695964,-77.58072841,48
-77.59440059,43.17556893,0b76bd590c8b6a6aaf50e406311b0ae8,22-075171,1058 Clifford Ave,2022/04/18 04:00:00+00,4,2022,Shooting,Yes,M,WHITE,HISPANIC,43,25-44,43.17556893,-77.59440059,49
-77.59440059,43.17556893,406e69e1c8d970bf3321fdbbeffb2cab,22-075171,1058 Clifford Ave,2022/04/18 04:00:00+00,4,2022,Shooting,Yes,M,BLACK,NON HISPANIC,25,25-44,43.17556893,-77.59440059,50
-77.62476874,43.14097303,b02cd3e5a4c16c936a95c7851da4212c,22-074805,100 Hawley St,2022/04/17 04:00:00+00,4,2022,Shooting,No,M,BLACK,NON HISPANIC,30,25-44,43.14097303,-77.62476874,51
-77.62138515,43.17718279,955c73e8a42a8c14f215ce322a8da480,22-074797,44 Harris St,2022/04/17 04:00:00+00,4,2022,Shooting,No,M,WHITE,HISPANIC,26,25-44,43.17718279,-77.62138515,52
-77.61183111,43.18490445,52988e77f8006673e77ffe2c742beeb1,22-075254,19 Lang St,2022/04/17 04:00:00+00,4,2022,Shooting,No,M,BLACK,NON HISPANIC,20,15-24,43.18490445,-77.61183111,53
-77.63018914,43.17523297,65d2ab0b6602a84c968e6e693d37e03a,22-074133,571 Lake Ave,2022/04/16 04:00:00+00,4,2022,Shooting,No,M,WHITE,NON HISPANIC,53,45-Older,43.17523297,-77.63018914,54
-77.62711511,43.14568724,9174c72da3957afaafc9158f93b1f890,22-074402,109 Cady St,2022/04/16 04:00:00+00,4,2022,Shooting,No,M,BLACK,NON HISPANIC,31,25-44,43.14568724,-77.62711511,55
-77.62905386,43.17142989,11ab30c9c6d15be4d2901aba4d2d7780,22-073653,15 Phelps Ave,2022/04/15 04:00:00+00,4,2022,Homicide,Yes,M,BLACK,NON HISPANIC,43,25-44,43.17142989,-77.62905386,56
-77.62905386,43.17142989,0c535d1e330e2fadb13608e3fc7d68dc,22-073653,15 Phelps Ave,2022/04/15 04:00:00+00,4,2022,Shooting,Yes,M,BLACK,NON HISPANIC,49,45-Older,43.17142989,-77.62905386,57
-77.56722612,43.16685145,3cf481313395d1c654429b407174bde2,22-073955,370 Melville St,2022/04/15 04:00:00+00,4,2022,Shooting,No,M,BLACK,NON HISPANIC,15,15-24,43.16685145,-77.56722612,58
-77.61578995,43.15573163,03e5cc52189eb9c5f5dc9dfdc85e3fa5,22-073987,50 N Plymouth Ave,2022/04/15 04:00:00+00,4,2022,Shooting,Yes,M,BLACK,NON HISPANIC,36,25-44,43.15573163,-77.61578995,59
-77.61578995,43.15573163,67b3d26c6d3bf471ba716a3c953ad61f,22-073987,50 N Plymouth Ave,2022/04/15 04:00:00+00,4,2022,Shooting,Yes,F,BLACK,NON HISPANIC,32,25-44,43.15573163,-77.61578995,60
-77.62924572,43.14265696,79b79b6d3ef206c7116ab5b7fe18a55e,22-072670,611 Jefferson Ave,2022/04/14 04:00:00+00,4,2022,Shooting,No,M,BLACK,NON HISPANIC,46,45-Older,43.14265696,-77.62924572,61
-77.63121245,43.15268903,218911f4e660e3323043d3956914a450,22-071255,30 Arklow St,2022/04/12 04:00:00+00,4,2022,Shooting,No,M,BLACK,NON HISPANIC,31,25-44,43.15268903,-77.63121245,62
-77.57498418,43.16605423,dd1c492a366845a4eac943db7ab23ecf,22-071052,238 Chamberlain St,2022/04/12 04:00:00+00,4,2022,Shooting,No,M,BLACK,NON HISPANIC,34,25-44,43.16605423,-77.57498418,63
-77.57096812,43.16295368,8ab8ed2e50b5b075e8bc1b9fc4ca3631,22-071271,130 Cedarwood Ter,2022/04/12 04:00:00+00,4,2022,Shooting,No,F,WHITE,HISPANIC,20,15-24,43.16295368,-77.57096812,64
-77.6128988,43.1528848,36e5090bea32da40850d0026453cb89b,22-071065,1 S Plymouth Ave,2022/04/12 04:00:00+00,4,2022,Shooting,No,M,BLACK,NON HISPANIC,37,25-44,43.1528848,-77.6128988,65
-77.57957943,43.16924356,8a93be27b5e0e2689910be6f4438406d,22-069928,836 N Goodman Ave,2022/04/10 04:00:00+00,4,2022,Homicide,Yes,M,BLACK,NON HISPANIC,23,15-24,43.16924356,-77.57957943,66
-77.57957943,43.16924356,d574fe3e79ef4c707691b98d9be5ced7,22-069928,836 N Goodman Ave,2022/04/10 04:00:00+00,4,2022,Shooting,Yes,M,BLACK,NON HISPANIC,41,25-44,43.16924356,-77.57957943,67
-77.65186915,43.14525584,e3dd54c7a42124ede833f96c9e9de54d,22-069126,572 Chili Ave,2022/04/09 04:00:00+00,4,2022,Homicide,No,M,BLACK,NON HISPANIC,33,25-44,43.14525584,-77.65186915,68
-77.62206122,43.17787281,2f9727a0346e7752ae8d9775620a2e4a,22-069081,100 Ave A,2022/04/09 04:00:00+00,4,2022,Homicide,No,M,BLACK,NON HISPANIC,22,15-24,43.17787281,-77.62206122,69
-77.6074545,43.16030924,5bb9889a9e1d0d1055cce13e3e8f4827,22-066205,154 N Clinton Ave,2022/04/05 04:00:00+00,4,2022,Shooting,No,M,BLACK,NON HISPANIC,40,25-44,43.16030924,-77.6074545,70
-77.62538552,43.14733655,f0c7a22b858d5749cfb9b1bb3aa9290a,22-065433,11 Vinewood Pl,2022/04/04 04:00:00+00,4,2022,Shooting,Yes,M,BLACK,NON HISPANIC,18,15-24,43.14733655,-77.62538552,71
-77.62538552,43.14733655,53706294b5a1837dc0e136a70b588fc6,22-065433,11 Vinewood Pl,2022/04/04 04:00:00+00,4,2022,Shooting,Yes,M,BLACK,NON HISPANIC,15,15-24,43.14733655,-77.62538552,72
-77.6360566,43.16173444,9287a33f9752c1a4edf829f17afabc1d,22-064489,57 Lime St,2022/04/03 04:00:00+00,4,2022,Shooting,No,F,BLACK,NON HISPANIC,51,45-Older,43.16173444,-77.6360566,73
-77.63853129,43.18493299,ed157818c8ff785252dbf2099176b1d6,22-062794,1042 Dewey Ave,2022/03/31 04:00:00+00,3,2022,Shooting,No,M,BLACK,NON HISPANIC,21,15-24,43.18493299,-77.63853129,74
-77.63780085,43.14529486,a5b478bedaf5f85bdb55a86f33841d6e,22-061984,43 Judson St,2022/03/30 04:00:00+00,3,2022,Shooting,No,M,BLACK,NON HISPANIC,21,15-24,43.14529486,-77.63780085,75
-77.59731041,43.18538057,d36b26bd0a435ce0274c789165ea53ea,22-058607,74 Kosciusko St,2022/03/25 04:00:00+00,3,2022,Shooting,No,M,BLACK,NON HISPANIC,18,15-24,43.18538057,-77.59731041,76
-77.56418022,43.17088875,00f24d10b850d02afe7b540f548d36ac,22-056428,45 Varden St,2022/03/22 04:00:00+00,3,2022,Shooting,No,M,BLACK,NON HISPANIC,26,25-44,43.17088875,-77.56418022,77
-77.63247672,43.19670585,2677521f69148587f1c74c64d3873c81,22-054911,165 E Ridge Rd,2022/03/21 04:00:00+00,3,2022,Homicide,No,M,BLACK,NON HISPANIC,42,25-44,43.19670585,-77.63247672,78
-77.62435793,43.12360795,4698e3c4905b621c716ee1884b592e95,22-053602,601 Elmwood Ave,2022/03/19 04:00:00+00,3,2022,Shooting,No,M,BLACK,NON HISPANIC,39,25-44,43.12360795,-77.62435793,79
-77.65070369,43.13580404,a9a297dde3b43c13ca64ad78c9c15dac,22-053961,456 Thurston Rd,2022/03/19 04:00:00+00,3,2022,Shooting,No,M,BLACK,NON HISPANIC,34,25-44,43.13580404,-77.65070369,80
-77.61265378,43.19398996,271b530fbafc9dc0a1b212740e0c5070,22-053599,215 E Ridge Rd,2022/03/19 04:00:00+00,3,2022,Homicide,No,M,BLACK,NON HISPANIC,32,25-44,43.19398996,-77.61265378,81
-77.60738513,43.18639775,77c1661235c12e155aacd8ea04c065c5,22-052488,597 Norton St,2022/03/17 04:00:00+00,3,2022,Shooting,No,M,WHITE,HISPANIC,39,25-44,43.18639775,-77.60738513,82
-77.63640405,43.15351426,9166fa2123b92ea907f730d2e3d82d53,22-051363,83 Taylor St,2022/03/16 04:00:00+00,3,2022,Shooting,No,F,BLACK,NON HISPANIC,24,15-24,43.15351426,-77.63640405,83
-77.63282365,43.17144967,d6d9ed3c75d8f28c4832ea59420dead0,22-050916,41 Backus St,2022/03/15 04:00:00+00,3,2022,Shooting,No,M,BLACK,NON HISPANIC,16,15-24,43.17144967,-77.63282365,84
-77.62989965,43.16045551,243d80c3aa931f16021f71237cca713d,22-049547,575 Smith St,2022/03/14 04:00:00+00,3,2022,Shooting,No,F,WHITE,NON HISPANIC,36,25-44,43.16045551,-77.62989965,85
-77.65723819,43.16394473,ec6c892b3e2d9b6a5db66e03f9840d60,22-049643,219 Wetmore Pk,2022/03/14 04:00:00+00,3,2022,Homicide,No,F,BLACK,NON HISPANIC,35,25-44,43.16394473,-77.65723819,86
-77.62163933,43.16301446,2d77c7a7f88bf945b5ebb20d1c12e6c7,22-048990,471 State St,2022/03/13 05:00:00+00,3,2022,Homicide,Yes,M,BLACK,NON HISPANIC,31,25-44,43.16301446,-77.62163933,87
-77.62163933,43.16301446,31ab96034020bb8ddd03213977afecff,22-048990,471 State St,2022/03/13 05:00:00+00,3,2022,Homicide,Yes,M,BLACK,NON HISPANIC,28,25-44,43.16301446,-77.62163933,88
-77.62163933,43.16301446,cd2fdf16b5a2f2879036bfaf0b1b617a,22-048990,471 State St,2022/03/13 05:00:00+00,3,2022,Shooting,Yes,M,BLACK,NON HISPANIC,24,15-24,43.16301446,-77.62163933,89
-77.62163933,43.16301446,a9f3b9191792c4e7c4bd6de2e0bf7563,22-048990,471 State St,2022/03/13 05:00:00+00,3,2022,Shooting,Yes,M,BLACK,NON HISPANIC,23,15-24,43.16301446,-77.62163933,90
-77.63165143,43.14838457,4b4db5dd88e151a4084c28d67760e04b,22-048936,18 Gladstone St,2022/03/12 05:00:00+00,3,2022,Shooting,No,M,BLACK,NON HISPANIC,32,25-44,43.14838457,-77.63165143,91
-77.57026846,43.17116924,e890a6f7b5005cf2e1ff77bcbe4b55fc,22-048304,859 Bay St,2022/03/12 05:00:00+00,3,2022,Homicide,Yes,M,BLACK,NON HISPANIC,45,45-Older,43.17116924,-77.57026846,92
-77.57026846,43.17116924,3f8e7cd1e5300b026d05ad7a1a9b7579,22-048304,859 Bay St,2022/03/12 05:00:00+00,3,2022,Shooting,Yes,M,BLACK,NON HISPANIC,48,45-Older,43.17116924,-77.57026846,93
-77.64408081,43.16912625,2a0a0b01167924ac841c04cbacbb5b74,22-047937,184 Otis St,2022/03/11 05:00:00+00,3,2022,Homicide,No,M,BLACK,NON HISPANIC,17,15-24,43.16912625,-77.64408081,94
-77.58483403,43.17541558,c511b4761b2913f7eff06bbef10dd882,22-047517,1397 Clifford Ave,2022/03/10 05:00:00+00,3,2022,Shooting,No,F,BLACK,NON HISPANIC,20,15-24,43.17541558,-77.58483403,95
-77.60160923,43.18526405,842aa543302a44c65f3fdc5fd17ff07e,22-045313,25 Peckham St,2022/03/08 05:00:00+00,3,2022,Homicide,No,M,BLACK,NON HISPANIC,30,25-44,43.18526405,-77.60160923,96
-77.55254829,43.16251264,df4d62b728ef7f40d054ea1b3eb7ea13,22-043625,17 Fairfax Rd,2022/03/05 05:00:00+00,3,2022,Shooting,No,M,BLACK,NON HISPANIC,19,15-24,43.16251264,-77.55254829,97
-77.63390522,43.13871776,f97bbd36ea796a355db520b9e24842d5,22-042888,171 Shelter St,2022/03/04 05:00:00+00,3,2022,Shooting,No,M,BLACK,NON HISPANIC,22,15-24,43.13871776,-77.63390522,98
-77.61453847,43.1819789,21adc93bdab44df1f497d0b20e45725f,22-038623,57 Rialto St,2022/02/26 05:00:00+00,2,2022,Homicide,No,M,WHITE,HISPANIC,41,25-44,43.1819789,-77.61453847,99
-77.61310545,43.17296273,079286b6844bf25fa903f81ea994ca09,22-038748,799 N Clinton Ave,2022/02/26 05:00:00+00,2,2022,Shooting,Yes,M,BLACK,NON HISPANIC,32,25-44,43.17296273,-77.61310545,100
-77.5800121,43.16703792,abf82ee889b64e4b9c849ceca94c6f8f,21-244062,27 Diringer Pl,2021/11/04 04:00:00+00,11,2021,Shooting,Yes,M,BLACK,NON HISPANIC,40,25-44,43.16703792,-77.5800121,101
-77.5800121,43.16703792,872bcceed1084b087a63ef9662d32795,21-244062,27 Diringer Pl,2021/11/04 04:00:00+00,11,2021,Shooting,Yes,F,BLACK,NON HISPANIC,33,25-44,43.16703792,-77.5800121,102
-77.62884683,43.1493774,820fa6ebe26a194469ff02c657972926,21-242731,284 Jefferson Ave,2021/11/03 04:00:00+00,11,2021,Shooting,No,M,BLACK,NON HISPANIC,49,45-Older,43.1493774,-77.62884683,103
-77.60149959,43.18559237,1b17117c843229c20215b0a38bdde389,21-242587,24 Peckham St,2021/11/02 04:00:00+00,11,2021,Homicide,No,M,BLACK,NON HISPANIC,15,15-24,43.18559237,-77.60149959,104
-77.63863438,43.19462148,c3999a26280ce81f7546a25029074fb6,21-240499,1514 Dewey Ave,2021/10/31 04:00:00+00,10,2021,Homicide,No,M,BLACK,NON HISPANIC,34,25-44,43.19462148,-77.63863438,105
-77.61387505,43.18199882,43d01c88548931b8969a195c6dabd256,21-240924,1233 N Clinton Ave,2021/10/31 04:00:00+00,10,2021,Shooting,No,M,BLACK,NON HISPANIC,38,25-44,43.18199882,-77.61387505,106
-77.63395553,43.14947211,deab29f4fe5ae8f3a1e508bd6556fcb1,21-241089,17 Henion St,2021/10/31 04:00:00+00,10,2021,Shooting,No,M,BLACK,NON HISPANIC,15,15-24,43.14947211,-77.63395553,107
-77.63869424,43.18703964,ed9c55da32b1c879c824626e28319ed0,21-237368,271 Alameda St,2021/10/27 04:00:00+00,10,2021,Shooting,No,M,BLACK,NON HISPANIC,17,15-24,43.18703964,-77.63869424,108
-77.63465208,43.15953969,0bae35667669873ecaf6c76e1df5767d,21-236451,536 Jay St,2021/10/25 04:00:00+00,10,2021,Shooting,No,M,BLACK,NON HISPANIC,17,15-24,43.15953969,-77.63465208,109
-77.59299057,43.1724909,c5fd99582138921784a06384cdffe5ff,21-234440,368 Portland Ave,2021/10/23 04:00:00+00,10,2021,Shooting,No,M,BLACK,NON HISPANIC,37,25-44,43.1724909,-77.59299057,110
-77.62194398,43.17995451,74abe81d8c4af9143a890e53fbc2cf23,21-234334,111 Harris St,2021/10/22 04:00:00+00,10,2021,Shooting,No,F,BLACK,NON HISPANIC,37,25-44,43.17995451,-77.62194398,111
-77.5787123,43.16683301,8965abe98fd4ef24c94aaf0a44e7479a,21-232104,7 Lamont Pl,2021/10/20 04:00:00+00,10,2021,Homicide,No,F,WHITE,HISPANIC,19,15-24,43.16683301,-77.5787123,112
-77.63855091,43.18748605,a49b10513dd895453cf068aa387f9fcc,21-232120,1168 Dewey Ave,2021/10/20 04:00:00+00,10,2021,Shooting,No,M,BLACK,NON HISPANIC,34,25-44,43.18748605,-77.63855091,113
-77.61213668,43.17255227,3d2f51775b8f74e717f0ea2723fb47f2,21-232425,12 Rauber St,2021/10/20 04:00:00+00,10,2021,Shooting,Yes,M,BLACK,NON HISPANIC,41,25-44,43.17255227,-77.61213668,114
-77.61213668,43.17255227,acd6a813fd8fc59b2358145684131b70,21-232425,12 Rauber St,2021/10/20 04:00:00+00,10,2021,Shooting,Yes,M,BLACK,NON HISPANIC,34,25-44,43.17255227,-77.61213668,115
-77.63808962,43.1902216,5abd2c8afb9c719c824237a1da59ba3d,21-232588,286 Magee Ave,2021/10/20 04:00:00+00,10,2021,Shooting,Yes,M,BLACK,NON HISPANIC,24,15-24,43.1902216,-77.63808962,116
-77.63808962,43.1902216,25e7ed6b95c4df27909759024232f202,21-232588,286 Magee Ave,2021/10/20 04:00:00+00,10,2021,Shooting,Yes,M,BLACK,NON HISPANIC,31,25-44,43.1902216,-77.63808962,117
-77.55295789,43.14922445,98e7097f9408f39a6b13e7450ff17972,21-229774,196 N Winton Rd,2021/10/17 04:00:00+00,10,2021,Shooting,No,M,BLACK,NON HISPANIC,23,15-24,43.14922445,-77.55295789,118
-77.59668348,43.1782512,95a61a0fc97436649944c365f38591ae,21-229955,24 St Jacob St,2021/10/17 04:00:00+00,10,2021,Shooting,No,M,BLACK,NON HISPANIC,23,15-24,43.1782512,-77.59668348,119
-77.59540863,43.17653673,3cd2a2e7d202fe617f8685fc253de859,21-229104,991 North St,2021/10/16 04:00:00+00,10,2021,Shooting,No,M,BLACK,NON HISPANIC,23,15-24,43.17653673,-77.59540863,120
-77.59995944,43.1886746,5801a1334a67922cedf116abdc57ad04,21-227564,1249 Hudson Ave,2021/10/14 04:00:00+00,10,2021,Shooting,No,M,BLACK,NON HISPANIC,60,45-Older,43.1886746,-77.59995944,121
-77.59965829,43.18687945,83b4922ad9523d4bcf51027bc0eaf572,21-226980,1155 Hudson Ave,2021/10/13 04:00:00+00,10,2021,Shooting,No,M,BLACK,NON HISPANIC,39,25-44,43.18687945,-77.59965829,122
